Region,Season,Crop,Production (tons),Area (hectares),Yield Ratio
Madhesh,Spring,Barley,6524,523,3.55
Province 1,Whole Year,Mustard,1316,909,2.38
Bagmati,Whole Year,Maize,2777,827,2.94
Sudurpashchim,Spring,Potato,217,563,4.12
Lumbini,Summer (Monsoon),Maize,4462,979,3.96
Sudurpashchim,Whole Year,Wheat,2903,277,1.68
Sudurpashchim,Winter,Mustard,3608,703,1.84
Karnali,Spring,Mustard,5505,9,4.64
Karnali,Spring,Rice,7225,538,2.05
Province 1,Summer (Monsoon),Maize,9753,105,4.13
Lumbini,Spring,Lentil,7856,536,2.8
Bagmati,Summer (Monsoon),Rice,9209,729,1.13
Province 1,Winter,Rice,8756,641,3.31
Bagmati,Whole Year,Rice,5266,184,4.78
Karnali,Winter,Rice,8607,926,2.39
Karnali,Winter,Potato,1046,241,3.4
Bagmati,Spring,Maize,5254,240,1.82
Lumbini,Whole Year,Rice,5798,81,3.91
Karnali,Winter,Maize,8507,187,3.37
Province 1,Summer (Monsoon),Wheat,3459,418,2.97
Karnali,Whole Year,Rice,4076,834,3.11
Bagmati,Spring,Lentil,4213,447,0.68
Bagmati,Whole Year,Lentil,7735,860,2.1
Province 1,Whole Year,Potato,6746,954,1.64
Sudurpashchim,Whole Year,Lentil,3597,298,4.92
Karnali,Whole Year,Maize,9033,185,4.75
Bagmati,Spring,Barley,6699,796,4.9
Bagmati,Summer (Monsoon),Potato,3011,722,1.03
Madhesh,Whole Year,Millet,3239,520,2.4
Lumbini,Winter,Potato,6106,772,0.79
Madhesh,Whole Year,Maize,5056,46,1.03
Gandaki,Spring,Lentil,1743,71,1.38
Gandaki,Summer (Monsoon),Wheat,1649,574,3.33
Karnali,Summer (Monsoon),Wheat,5851,111,2.9
Sudurpashchim,Summer (Monsoon),Lentil,6284,468,2.92
Madhesh,Spring,Wheat,7960,443,2.23
Province 1,Summer (Monsoon),Potato,5163,907,4.21
Gandaki,Summer (Monsoon),Barley,3118,916,3.39
Bagmati,Spring,Lentil,1255,21,3.99
Province 1,Whole Year,Wheat,1312,563,4.41
Bagmati,Whole Year,Potato,8376,987,4.83
Sudurpashchim,Whole Year,Rice,2455,353,2.3
Gandaki,Winter,Potato,2782,823,2.63
Gandaki,Spring,Wheat,4809,494,3.1
Lumbini,Summer (Monsoon),Mustard,7669,250,1.58
Madhesh,Spring,Mustard,367,464,4.67
Madhesh,Winter,Lentil,7462,845,3.21
Sudurpashchim,Winter,Millet,5884,500,4.16
Madhesh,Whole Year,Barley,6892,116,4.5
Karnali,Spring,Barley,1695,846,4.02
Madhesh,Winter,Wheat,5891,216,1.07
Sudurpashchim,Whole Year,Potato,2922,403,1.66
Bagmati,Whole Year,Millet,300,707,3.95
Madhesh,Spring,Millet,4639,998,4.38
Lumbini,Whole Year,Millet,5995,396,0.7
Bagmati,Spring,Mustard,4206,193,2.65
Madhesh,Whole Year,Barley,5389,230,3.73
Bagmati,Spring,Barley,3860,21,4.78
Bagmati,Summer (Monsoon),Maize,2464,963,4.29
Province 1,Winter,Wheat,8644,761,4.49
Gandaki,Summer (Monsoon),Wheat,6397,654,1.96
Lumbini,Summer (Monsoon),Rice,9302,132,2.36
Karnali,Spring,Potato,3910,901,4.55
Sudurpashchim,Whole Year,Wheat,2987,687,3.78
Karnali,Winter,Barley,2680,774,3.77
Province 1,Spring,Millet,2750,124,3.92
Gandaki,Spring,Rice,6530,630,4.53
Gandaki,Winter,Rice,9542,575,1.14
Sudurpashchim,Winter,Mustard,2408,451,3.02
Karnali,Spring,Maize,3823,250,1.15
Province 1,Summer (Monsoon),Wheat,308,447,1.75
Province 1,Whole Year,Maize,6150,764,4.37
Bagmati,Summer (Monsoon),Maize,8741,350,4.18
Province 1,Summer (Monsoon),Maize,2136,257,4.09
Bagmati,Spring,Mustard,5573,972,3.79
Sudurpashchim,Winter,Rice,2942,139,2.88
Karnali,Whole Year,Maize,7651,764,3.61
Province 1,Summer (Monsoon),Potato,8768,784,3.18
Karnali,Whole Year,Maize,9483,43,0.5
Madhesh,Whole Year,Potato,1811,986,2.61
Gandaki,Spring,Wheat,9564,290,2.71
Madhesh,Summer (Monsoon),Rice,4377,949,1.59
Karnali,Summer (Monsoon),Potato,9036,536,1.37
Province 1,Whole Year,Mustard,731,378,1.55
Province 1,Winter,Barley,7372,341,1.34
Bagmati,Winter,Millet,7913,132,1.88
Gandaki,Whole Year,Millet,9247,213,1.0
Sudurpashchim,Spring,Lentil,9411,206,0.87
Gandaki,Whole Year,Mustard,6280,485,3.89
Bagmati,Spring,Lentil,2315,833,1.79
Gandaki,Winter,Lentil,6293,136,2.79
Bagmati,Whole Year,Maize,4037,896,2.58
Gandaki,Whole Year,Mustard,2331,603,2.37
Sudurpashchim,Summer (Monsoon),Barley,9031,360,1.37
Madhesh,Spring,Lentil,7136,293,0.55
Madhesh,Summer (Monsoon),Lentil,5131,456,2.17
Bagmati,Summer (Monsoon),Rice,5162,322,3.41
Madhesh,Summer (Monsoon),Barley,9759,289,1.16
Gandaki,Whole Year,Potato,7809,750,4.15
Gandaki,Summer (Monsoon),Maize,6095,500,1.87
Gandaki,Whole Year,Rice,4114,348,4.56
Lumbini,Spring,Lentil,8791,122,2.2
Province 1,Winter,Potato,3325,723,2.42
Madhesh,Summer (Monsoon),Maize,1091,109,3.74
Lumbini,Winter,Barley,5245,216,1.31
Province 1,Winter,Mustard,3463,401,4.77
Gandaki,Spring,Barley,7890,764,2.88
Bagmati,Winter,Mustard,2647,274,2.67
Gandaki,Winter,Wheat,6312,315,1.54
Gandaki,Summer (Monsoon),Barley,4174,957,3.75
Madhesh,Winter,Rice,2067,272,1.99
Lumbini,Winter,Rice,3183,831,2.45
Gandaki,Winter,Wheat,5501,872,4.2
Province 1,Winter,Lentil,945,838,0.62
Sudurpashchim,Spring,Maize,4690,255,2.69
Lumbini,Whole Year,Wheat,6306,911,3.45
Karnali,Summer (Monsoon),Rice,6974,32,3.4
Lumbini,Spring,Lentil,9752,823,4.39
Sudurpashchim,Winter,Lentil,7655,11,4.96
Karnali,Winter,Potato,1280,334,0.92
Madhesh,Whole Year,Barley,1411,874,3.17
Bagmati,Summer (Monsoon),Millet,7597,354,4.99
Madhesh,Summer (Monsoon),Lentil,9525,951,2.74
Province 1,Spring,Barley,6850,714,2.41
Sudurpashchim,Winter,Potato,1363,811,4.97
Lumbini,Whole Year,Barley,3573,297,4.22
Bagmati,Winter,Mustard,1745,414,2.28
Lumbini,Winter,Lentil,547,494,1.45
Karnali,Summer (Monsoon),Potato,9890,894,4.07
Province 1,Summer (Monsoon),Millet,3890,442,1.82
Lumbini,Winter,Millet,8779,132,3.94
Lumbini,Spring,Barley,5213,438,4.38
Bagmati,Summer (Monsoon),Millet,7881,785,1.68
Madhesh,Summer (Monsoon),Mustard,3757,158,3.82
Province 1,Spring,Lentil,5380,957,2.05
Madhesh,Winter,Rice,8297,123,2.71
Madhesh,Whole Year,Rice,8247,73,1.32
Gandaki,Summer (Monsoon),Potato,1250,888,0.53
Sudurpashchim,Winter,Lentil,3345,43,1.44
Bagmati,Spring,Potato,6061,258,4.98
Karnali,Summer (Monsoon),Barley,9879,300,3.8
Gandaki,Spring,Millet,5969,419,3.28
Sudurpashchim,Winter,Millet,436,198,1.41
Karnali,Whole Year,Mustard,3475,206,2.24
Bagmati,Whole Year,Wheat,5004,25,3.76
Lumbini,Winter,Wheat,7051,123,1.37
Bagmati,Winter,Lentil,4470,417,4.42
Madhesh,Whole Year,Maize,7839,907,2.14
Gandaki,Spring,Potato,9842,511,1.54
Bagmati,Summer (Monsoon),Potato,454,416,2.37
Bagmati,Winter,Barley,9488,883,3.74
Madhesh,Spring,Maize,1070,557,1.29
Sudurpashchim,Summer (Monsoon),Lentil,3750,549,0.52
Lumbini,Whole Year,Wheat,658,911,4.31
Bagmati,Whole Year,Maize,8886,64,3.73
Lumbini,Summer (Monsoon),Barley,6603,44,4.37
Sudurpashchim,Whole Year,Lentil,1936,732,2.11
Sudurpashchim,Spring,Lentil,8291,52,2.58
Lumbini,Winter,Mustard,613,400,4.58
Lumbini,Winter,Mustard,6864,240,1.82
Sudurpashchim,Winter,Maize,1158,810,0.54
Lumbini,Whole Year,Maize,6986,129,2.7
Lumbini,Whole Year,Barley,3611,233,3.47
Karnali,Winter,Potato,6617,517,0.61
Sudurpashchim,Winter,Maize,5668,372,4.66
Madhesh,Spring,Millet,353,741,3.58
Gandaki,Summer (Monsoon),Potato,9253,97,2.16
Karnali,Spring,Rice,4403,969,3.16
Madhesh,Winter,Maize,6697,646,3.57
Province 1,Winter,Barley,8860,301,4.43
Sudurpashchim,Winter,Barley,5857,800,3.96
Lumbini,Spring,Potato,1329,307,0.94
Gandaki,Spring,Potato,9878,761,1.43
Bagmati,Summer (Monsoon),Barley,2599,488,0.62
Lumbini,Spring,Lentil,1626,251,2.38
Bagmati,Winter,Lentil,3771,618,4.77
Sudurpashchim,Summer (Monsoon),Wheat,9141,937,1.66
Lumbini,Summer (Monsoon),Millet,4091,524,1.69
Madhesh,Whole Year,Mustard,9897,980,3.22
Gandaki,Spring,Mustard,1771,986,0.86
Gandaki,Spring,Rice,7686,202,4.43
Karnali,Summer (Monsoon),Maize,5752,197,1.42
Bagmati,Whole Year,Lentil,1206,399,3.99
Gandaki,Whole Year,Barley,421,769,2.25
Sudurpashchim,Whole Year,Lentil,796,984,3.21
Gandaki,Summer (Monsoon),Millet,5034,610,2.07
Gandaki,Spring,Barley,2040,903,4.96
Sudurpashchim,Winter,Rice,6352,382,4.18
Gandaki,Summer (Monsoon),Mustard,9631,188,1.35
Sudurpashchim,Spring,Wheat,6974,557,2.97
Gandaki,Whole Year,Barley,5983,544,4.85
Madhesh,Winter,Millet,9172,773,1.82
Province 1,Whole Year,Barley,6441,244,4.28
Sudurpashchim,Spring,Maize,4604,93,1.93
Bagmati,Winter,Rice,4087,942,1.95
Bagmati,Whole Year,Barley,3456,630,3.67
Province 1,Winter,Wheat,1746,931,0.54
Karnali,Spring,Mustard,815,149,1.51
Lumbini,Whole Year,Maize,475,404,3.95
Karnali,Summer (Monsoon),Maize,1665,688,1.71
Lumbini,Winter,Wheat,4747,559,1.11
Lumbini,Winter,Lentil,4597,53,3.9
Bagmati,Winter,Maize,7399,88,3.66
Lumbini,Whole Year,Mustard,5551,240,4.85
Bagmati,Whole Year,Rice,3776,79,3.91
Karnali,Spring,Mustard,9642,950,4.38
Bagmati,Whole Year,Lentil,4751,352,1.8
Madhesh,Winter,Barley,739,878,1.27
Sudurpashchim,Summer (Monsoon),Maize,1989,131,0.7
Gandaki,Summer (Monsoon),Maize,540,501,1.3
Madhesh,Summer (Monsoon),Millet,9956,187,2.93
Bagmati,Spring,Rice,3158,328,4.79
Province 1,Whole Year,Lentil,1908,576,4.24
Lumbini,Whole Year,Wheat,2986,248,1.72
Lumbini,Winter,Rice,5772,524,4.67
Province 1,Spring,Lentil,7132,359,0.97
Lumbini,Summer (Monsoon),Lentil,2030,611,1.39
Bagmati,Spring,Mustard,6613,437,3.33
Karnali,Whole Year,Maize,6227,498,4.14
Bagmati,Whole Year,Rice,9399,324,2.85
Bagmati,Winter,Millet,1570,487,3.9
Bagmati,Summer (Monsoon),Maize,6820,510,1.74
Sudurpashchim,Summer (Monsoon),Millet,7968,435,2.52
Province 1,Winter,Mustard,9640,786,1.67
Sudurpashchim,Summer (Monsoon),Lentil,1432,13,2.55
Province 1,Whole Year,Rice,9317,504,4.99
Madhesh,Whole Year,Lentil,4061,190,3.47
Lumbini,Whole Year,Lentil,6674,453,3.18
Province 1,Whole Year,Barley,4609,724,0.67
Bagmati,Spring,Mustard,4250,621,0.51
Karnali,Summer (Monsoon),Potato,7303,509,4.51
Sudurpashchim,Whole Year,Mustard,6456,755,4.04
Gandaki,Summer (Monsoon),Wheat,1359,509,2.85
Karnali,Winter,Lentil,7481,612,1.88
Sudurpashchim,Whole Year,Mustard,4259,727,1.96
Lumbini,Spring,Millet,7033,324,2.1
Lumbini,Summer (Monsoon),Lentil,7252,232,2.17
Madhesh,Whole Year,Mustard,1963,434,1.9
Bagmati,Whole Year,Rice,2146,536,1.03
Madhesh,Whole Year,Lentil,8179,897,1.6
Lumbini,Winter,Millet,5831,947,1.38
Karnali,Summer (Monsoon),Potato,5926,159,2.71
Bagmati,Winter,Lentil,8568,125,2.33
Lumbini,Whole Year,Wheat,805,361,1.01
Madhesh,Winter,Barley,451,227,2.03
Sudurpashchim,Whole Year,Wheat,2018,988,0.85
Lumbini,Summer (Monsoon),Potato,3923,971,2.58
Lumbini,Winter,Wheat,2796,178,1.41
Gandaki,Summer (Monsoon),Maize,9013,453,2.48
Karnali,Winter,Mustard,5585,624,2.48
Lumbini,Whole Year,Potato,8020,888,1.74
Madhesh,Summer (Monsoon),Potato,4092,157,2.57
Lumbini,Summer (Monsoon),Wheat,121,313,3.78
Province 1,Spring,Wheat,7728,227,4.71
Gandaki,Summer (Monsoon),Mustard,6582,484,4.12
Province 1,Whole Year,Rice,1793,87,2.63
Province 1,Spring,Barley,8704,36,0.56
Gandaki,Spring,Millet,6544,176,3.16
Province 1,Spring,Mustard,4029,963,2.38
Bagmati,Spring,Barley,3325,659,0.65
Province 1,Winter,Millet,4072,426,2.26
Bagmati,Summer (Monsoon),Potato,3194,40,2.98
Lumbini,Whole Year,Rice,1441,955,4.32
Karnali,Summer (Monsoon),Maize,1312,138,2.56
Province 1,Whole Year,Mustard,8036,37,4.9
Province 1,Spring,Lentil,1233,264,0.87
Madhesh,Whole Year,Wheat,6964,468,4.1
Sudurpashchim,Whole Year,Mustard,2886,145,2.48
Madhesh,Summer (Monsoon),Maize,5248,388,2.35
Bagmati,Whole Year,Millet,9610,280,1.48
Province 1,Winter,Potato,5081,611,2.3
Karnali,Spring,Rice,8059,341,1.04
Province 1,Summer (Monsoon),Barley,5062,130,1.32
Lumbini,Spring,Maize,2690,668,2.58
Madhesh,Winter,Maize,8448,34,1.93
Bagmati,Spring,Mustard,9129,818,1.03
Karnali,Summer (Monsoon),Maize,8596,758,0.62
Sudurpashchim,Summer (Monsoon),Lentil,8896,465,1.42
Sudurpashchim,Winter,Wheat,9959,627,2.09
Lumbini,Spring,Millet,8678,651,0.62
Sudurpashchim,Summer (Monsoon),Rice,785,300,2.95
Madhesh,Summer (Monsoon),Potato,7697,264,2.21
Province 1,Winter,Lentil,5308,599,1.16
Gandaki,Spring,Millet,498,15,4.84
Karnali,Summer (Monsoon),Barley,6246,581,2.27
Madhesh,Spring,Millet,3944,577,4.22
Karnali,Whole Year,Mustard,6617,703,3.16
Madhesh,Winter,Rice,6343,670,3.09
Bagmati,Summer (Monsoon),Wheat,9243,546,1.45
Gandaki,Whole Year,Mustard,5322,608,3.35
Province 1,Whole Year,Rice,2315,837,2.98
Madhesh,Whole Year,Potato,5925,771,1.78
Madhesh,Summer (Monsoon),Barley,7006,171,4.54
Madhesh,Spring,Rice,4445,17,4.58
Lumbini,Spring,Rice,8394,191,1.32
Madhesh,Winter,Millet,2284,192,0.8
Bagmati,Spring,Maize,4211,656,3.79
Sudurpashchim,Spring,Maize,822,948,3.57
Bagmati,Winter,Rice,2323,49,2.6
Lumbini,Summer (Monsoon),Barley,3857,542,4.92
Province 1,Spring,Wheat,4136,174,3.32
Madhesh,Winter,Potato,3277,504,1.48
Karnali,Whole Year,Rice,6172,543,4.69
Province 1,Whole Year,Maize,4216,524,4.88
Madhesh,Whole Year,Potato,6023,117,3.41
Province 1,Summer (Monsoon),Rice,4261,630,1.49
Province 1,Spring,Rice,9222,532,3.0
Karnali,Summer (Monsoon),Barley,8923,557,2.66
Karnali,Winter,Wheat,8349,762,0.95
Province 1,Winter,Barley,6871,362,4.7
Province 1,Whole Year,Mustard,6059,339,3.28
Lumbini,Spring,Mustard,7404,774,2.6
Lumbini,Winter,Wheat,5250,740,1.42
Madhesh,Whole Year,Mustard,1776,240,2.23
Gandaki,Whole Year,Potato,1794,490,3.1
Lumbini,Spring,Potato,1623,72,1.66
Province 1,Spring,Barley,706,756,4.52
Province 1,Spring,Rice,4380,565,2.47
Lumbini,Winter,Millet,9170,547,1.33
Bagmati,Summer (Monsoon),Wheat,3957,682,2.31
Karnali,Summer (Monsoon),Mustard,9754,554,4.51
Bagmati,Whole Year,Mustard,8730,317,2.61
Madhesh,Whole Year,Potato,2997,654,0.63
Sudurpashchim,Spring,Mustard,4332,38,2.96
Karnali,Whole Year,Barley,2321,688,3.64
Province 1,Whole Year,Lentil,9545,412,4.73
Province 1,Winter,Maize,5774,122,0.77
Karnali,Spring,Mustard,315,323,0.84
Lumbini,Summer (Monsoon),Barley,5732,810,0.85
Madhesh,Winter,Rice,8087,156,3.07
Lumbini,Summer (Monsoon),Barley,9724,916,1.24
Gandaki,Summer (Monsoon),Rice,9404,112,2.37
Bagmati,Spring,Rice,2295,316,1.39
Sudurpashchim,Winter,Rice,1825,440,4.83
Province 1,Spring,Millet,2179,534,2.46
Sudurpashchim,Summer (Monsoon),Maize,1550,423,3.81
Gandaki,Spring,Millet,1050,329,0.58
Karnali,Winter,Wheat,8983,7,0.69
Province 1,Whole Year,Potato,5782,111,3.55
Lumbini,Winter,Barley,3095,594,4.64
Gandaki,Spring,Potato,4697,611,3.61
Lumbini,Whole Year,Maize,5652,262,3.79
Karnali,Winter,Maize,8472,925,2.9
Bagmati,Spring,Potato,2942,685,2.35
Province 1,Whole Year,Mustard,9616,584,3.45
Lumbini,Summer (Monsoon),Millet,9492,910,0.52
Madhesh,Summer (Monsoon),Mustard,288,507,2.89
Province 1,Summer (Monsoon),Potato,5821,874,4.0
Madhesh,Spring,Millet,2574,898,4.25
Lumbini,Winter,Maize,3331,840,0.87
Madhesh,Whole Year,Barley,6263,83,2.21
Sudurpashchim,Summer (Monsoon),Maize,972,114,2.86
Madhesh,Whole Year,Maize,9355,739,4.95
Sudurpashchim,Whole Year,Mustard,770,703,1.71
Province 1,Summer (Monsoon),Potato,9029,163,3.4
Bagmati,Spring,Rice,9577,863,4.63
Madhesh,Whole Year,Barley,5389,585,2.47
Province 1,Whole Year,Maize,6683,967,2.42
Lumbini,Summer (Monsoon),Mustard,3557,278,4.17
Bagmati,Winter,Wheat,1926,579,4.24
Madhesh,Winter,Lentil,2740,419,2.54
Gandaki,Summer (Monsoon),Wheat,2318,770,2.92
Madhesh,Spring,Wheat,9578,49,2.0
Sudurpashchim,Spring,Maize,3860,95,4.06
Karnali,Whole Year,Rice,4880,519,2.01
Bagmati,Whole Year,Mustard,7036,677,4.33
Madhesh,Winter,Millet,7727,292,4.75
Madhesh,Whole Year,Wheat,1341,476,1.35
Karnali,Winter,Wheat,2726,622,2.13
Bagmati,Winter,Maize,9110,857,0.87
Lumbini,Spring,Potato,7629,237,4.07
Gandaki,Whole Year,Wheat,5539,211,4.13
Sudurpashchim,Spring,Lentil,3847,813,2.58
Gandaki,Whole Year,Mustard,5232,328,1.4
Bagmati,Winter,Wheat,5510,292,1.02
Province 1,Winter,Wheat,1284,697,1.05
Gandaki,Whole Year,Rice,4379,353,2.95
Bagmati,Winter,Maize,8100,17,4.11
Karnali,Spring,Rice,551,957,1.26
Karnali,Spring,Lentil,8457,211,3.28
Sudurpashchim,Summer (Monsoon),Maize,916,369,4.35
Province 1,Summer (Monsoon),Wheat,8323,863,1.38
Karnali,Winter,Barley,6425,373,3.94
Karnali,Whole Year,Wheat,3084,434,1.06
Province 1,Summer (Monsoon),Mustard,9430,846,1.24
Karnali,Spring,Mustard,5977,548,4.77
Karnali,Winter,Potato,3577,86,1.64
Bagmati,Summer (Monsoon),Potato,1163,917,4.95
Bagmati,Spring,Mustard,7036,259,0.92
Karnali,Winter,Maize,9843,784,0.56
Gandaki,Winter,Rice,5682,306,1.26
Bagmati,Spring,Potato,8946,46,0.64
Sudurpashchim,Spring,Lentil,1380,565,3.57
Lumbini,Summer (Monsoon),Lentil,141,640,3.84
Lumbini,Spring,Wheat,2103,22,1.87
Sudurpashchim,Spring,Mustard,2322,836,4.18
Sudurpashchim,Summer (Monsoon),Barley,3780,620,3.09
Madhesh,Summer (Monsoon),Rice,3812,145,2.27
Karnali,Spring,Mustard,8219,463,1.59
Gandaki,Whole Year,Maize,3581,577,3.81
Bagmati,Winter,Millet,5958,202,4.61
Karnali,Spring,Potato,3200,164,0.53
Gandaki,Winter,Rice,5953,573,2.4
Lumbini,Winter,Millet,7072,523,0.6
Madhesh,Summer (Monsoon),Barley,8766,958,0.88
Bagmati,Winter,Potato,9692,577,3.4
Gandaki,Spring,Maize,2834,497,4.12
Bagmati,Winter,Lentil,2551,672,2.94
Gandaki,Spring,Lentil,2827,698,4.03
Sudurpashchim,Winter,Potato,8442,843,2.63
Lumbini,Summer (Monsoon),Lentil,732,744,3.71
Karnali,Spring,Potato,651,795,1.08
Karnali,Spring,Maize,681,851,1.49
Bagmati,Spring,Maize,5235,707,2.4
Province 1,Winter,Millet,192,577,2.39
Sudurpashchim,Winter,Potato,4871,751,2.38
Lumbini,Summer (Monsoon),Millet,7227,218,0.9
Lumbini,Whole Year,Barley,2706,814,4.27
Karnali,Whole Year,Wheat,9700,416,3.81
Madhesh,Whole Year,Lentil,6329,394,1.91
Sudurpashchim,Whole Year,Mustard,5846,453,1.58
Gandaki,Whole Year,Wheat,3719,876,2.89
Province 1,Winter,Maize,4532,915,1.3
Sudurpashchim,Whole Year,Wheat,1232,143,0.84
Province 1,Winter,Barley,7286,689,0.95
Bagmati,Whole Year,Rice,1818,829,2.21
Province 1,Winter,Potato,2694,312,2.49
Karnali,Summer (Monsoon),Rice,8603,954,1.8
Province 1,Summer (Monsoon),Maize,5202,251,3.97
Province 1,Winter,Rice,3782,844,2.86
Province 1,Summer (Monsoon),Lentil,8345,584,1.08
Province 1,Spring,Lentil,477,267,0.53
Lumbini,Summer (Monsoon),Maize,6699,735,3.0
Province 1,Summer (Monsoon),Potato,5213,980,4.98
Sudurpashchim,Whole Year,Wheat,9649,709,2.68
Bagmati,Whole Year,Mustard,2105,432,0.97
Lumbini,Spring,Potato,7173,274,1.34
Province 1,Whole Year,Potato,8138,403,4.32
Madhesh,Winter,Lentil,852,712,1.08
Bagmati,Winter,Rice,4089,589,4.58
Lumbini,Whole Year,Lentil,822,194,1.75
Bagmati,Summer (Monsoon),Rice,5483,473,1.25
Madhesh,Spring,Millet,8985,63,3.57
Lumbini,Summer (Monsoon),Wheat,2680,396,0.65
Province 1,Summer (Monsoon),Barley,2100,96,3.83
Lumbini,Winter,Mustard,272,197,1.54
Madhesh,Summer (Monsoon),Potato,9471,170,3.91
Madhesh,Spring,Mustard,9865,585,3.26
Lumbini,Winter,Barley,4389,929,4.21
Sudurpashchim,Summer (Monsoon),Maize,6124,235,1.89
Gandaki,Summer (Monsoon),Maize,4846,403,2.7
Gandaki,Spring,Millet,1815,505,2.43
Karnali,Spring,Barley,6047,582,1.4
Madhesh,Whole Year,Maize,4867,949,0.67
Bagmati,Spring,Wheat,8493,512,0.71
Bagmati,Spring,Rice,1167,250,4.47
Gandaki,Whole Year,Rice,2112,589,1.21
Lumbini,Summer (Monsoon),Mustard,7188,485,1.6
Gandaki,Summer (Monsoon),Millet,9431,229,4.08
Karnali,Summer (Monsoon),Rice,8958,13,1.86
Madhesh,Spring,Wheat,3973,218,4.92
Madhesh,Spring,Wheat,2569,863,4.76
Karnali,Winter,Mustard,8001,547,2.88
Sudurpashchim,Winter,Wheat,4646,743,2.11
Gandaki,Summer (Monsoon),Lentil,4040,104,3.62
Lumbini,Whole Year,Mustard,4263,937,3.21
Sudurpashchim,Whole Year,Rice,8855,892,3.81
Madhesh,Whole Year,Barley,3085,38,4.57
Madhesh,Winter,Potato,6907,212,4.76
Karnali,Winter,Lentil,101,613,1.58
Bagmati,Winter,Barley,8215,222,0.89
Madhesh,Winter,Barley,438,184,1.67
Gandaki,Winter,Maize,3331,334,2.32
Sudurpashchim,Summer (Monsoon),Maize,6792,603,0.63
Bagmati,Winter,Potato,5311,928,4.29
Gandaki,Summer (Monsoon),Maize,1152,761,2.36
Sudurpashchim,Summer (Monsoon),Wheat,1727,388,3.91
Lumbini,Spring,Mustard,6228,224,4.38
Lumbini,Summer (Monsoon),Potato,4542,29,2.7
Sudurpashchim,Winter,Wheat,6783,851,4.92
Karnali,Whole Year,Barley,5439,828,1.03
Sudurpashchim,Whole Year,Rice,160,638,1.32
Madhesh,Summer (Monsoon),Rice,883,411,2.56
Karnali,Winter,Maize,7177,663,0.76
Lumbini,Spring,Potato,994,254,1.7
Lumbini,Whole Year,Lentil,3755,809,2.66
Sudurpashchim,Winter,Mustard,4137,696,2.42
Province 1,Summer (Monsoon),Maize,6765,446,3.54
Lumbini,Winter,Barley,4048,931,0.7
Sudurpashchim,Summer (Monsoon),Maize,8594,921,2.9
Lumbini,Spring,Lentil,915,826,2.45
Sudurpashchim,Spring,Wheat,9707,332,4.98
Sudurpashchim,Whole Year,Wheat,5217,431,3.4
Province 1,Whole Year,Mustard,9726,129,0.93
Gandaki,Summer (Monsoon),Barley,8890,642,4.85
Lumbini,Summer (Monsoon),Lentil,2204,295,2.8
Bagmati,Summer (Monsoon),Maize,3935,83,1.11
Karnali,Winter,Millet,7079,164,4.26
Gandaki,Summer (Monsoon),Wheat,7727,377,3.33
Bagmati,Spring,Potato,5249,534,4.03
Bagmati,Winter,Potato,8925,532,3.02
Karnali,Summer (Monsoon),Rice,8094,565,0.53
Bagmati,Summer (Monsoon),Millet,6145,56,1.47
Lumbini,Summer (Monsoon),Lentil,8165,348,0.85
Madhesh,Spring,Rice,1978,349,3.18
Province 1,Winter,Barley,8279,15,3.64
Bagmati,Spring,Wheat,6841,804,4.31
Karnali,Spring,Maize,6943,52,2.18
Karnali,Winter,Potato,6758,678,3.01
Karnali,Spring,Barley,3659,872,2.2
Gandaki,Winter,Maize,3255,30,2.77
Karnali,Spring,Potato,6698,818,4.49
Bagmati,Spring,Wheat,7625,18,2.6
Province 1,Spring,Mustard,7441,292,2.61
Gandaki,Winter,Barley,4710,580,1.89
Bagmati,Spring,Wheat,5839,662,3.2
Lumbini,Winter,Millet,2308,584,2.36
Bagmati,Winter,Mustard,3285,921,3.17
Karnali,Summer (Monsoon),Barley,9015,693,1.33
Bagmati,Whole Year,Lentil,5025,255,1.44
Lumbini,Spring,Potato,4368,624,1.93
Karnali,Whole Year,Maize,3307,841,2.91
Bagmati,Summer (Monsoon),Maize,8889,847,3.71
Madhesh,Winter,Potato,7074,361,2.87
Karnali,Summer (Monsoon),Wheat,8304,798,3.34
Gandaki,Whole Year,Millet,1933,65,3.78
Karnali,Whole Year,Millet,2171,845,2.65
Madhesh,Summer (Monsoon),Lentil,6363,834,0.68
Lumbini,Whole Year,Rice,8851,997,1.69
Bagmati,Winter,Mustard,5823,786,1.06
Lumbini,Winter,Mustard,3968,284,0.54
Gandaki,Winter,Rice,3073,551,4.72
Lumbini,Winter,Lentil,5073,894,2.32
Lumbini,Whole Year,Barley,9666,264,1.16
Bagmati,Summer (Monsoon),Lentil,3165,200,3.32
Karnali,Winter,Millet,5027,432,2.85
Sudurpashchim,Summer (Monsoon),Lentil,6108,814,3.21
Sudurpashchim,Summer (Monsoon),Wheat,3140,247,4.62
Karnali,Winter,Maize,3518,801,1.38
Gandaki,Whole Year,Millet,852,137,2.21
Madhesh,Whole Year,Lentil,9433,327,4.54
Province 1,Spring,Mustard,9042,108,2.78
Bagmati,Spring,Wheat,1048,157,1.49
Bagmati,Whole Year,Lentil,8565,620,1.42
Sudurpashchim,Whole Year,Maize,1978,879,2.93
Karnali,Whole Year,Rice,9404,533,1.31
Province 1,Whole Year,Barley,3692,768,4.31
Bagmati,Summer (Monsoon),Wheat,3277,721,3.86
Gandaki,Spring,Lentil,3620,393,2.55
